     PID         DATE      TIME      ELAPSED    CPU    MEM       RSS     VSIZE       CMD
   34769   2016-12-11  20:09:57        01:22  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:58        01:23  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:59        01:24  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:00        01:25  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:01        01:26  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:02        01:27  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:03        01:28  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:04        01:29  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:05        01:30  100.0    5.5    914512   3423556  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:06        01:31  100.0    5.5    915688   3424732  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:07        01:32   98.5    5.4    910748   3419396  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:08        01:33  100.0    5.4    910748   3419396  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:09        01:34   99.9    5.4    910748   3419396  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:10        01:36   99.0    5.4    910748   3419396  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:12        01:37  100.0    5.4    910748   3419396  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:13        01:38  100.0    5.4    910748   3419396  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:14        01:39  100.0    5.4    910748   3419396  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:15        01:40  100.0    5.4    910748   3419396  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:16        01:41  100.0    5.4    913100   3421748  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:17        01:42   99.6    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:18        01:43   99.0    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:19        01:44  100.0    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:20        01:45  100.0    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:21        01:46   99.9    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:22        01:47  100.0    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:23        01:48  100.0    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:24        01:49   97.9    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:25        01:50   99.3    5.5    915220   3423828  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:10:26        01:51    0.0    0.0         0         0       (R)
